Transaction_ID,Customer_ID,Date_of_Birth,Gender,Email,Phone_Number,Address,Signup_Date,Purchase_DateTime,Product_ID,Product_Category,Product_Price,Quantity,Discount_Code,Payment_Method,Device_Used,Delivery_Time_days,Customer_Satisfaction,Review_Text
T101400,C1082,1999-07-03,Male,dr..steve.james@yahoo.com,+92-327-8409604,"Karachi, Sindh",2024-02-07,2025-04-28 16:27:57,P289,Electronics,33923.48,5,DISCOUNT5,JazzCash,Desktop,3,7,Something bar good tell after collection issue tree score let.
T101401,C1612,1966-07-28,Male,mark.thomas@hotmail.com,+92-331-5203347,"Faisalabad, Punjab",2024-01-18,2025-06-28 13:39:03,P878,Toys,30408.16,2,FREESHIP,Debit Card,Mobile,7,6,Idea action rest century none off reflect player it success.
T101402,C1040,2001-05-08,Female,robert.rogers@outlook.com,+92-343-3017289,"Karachi, Sindh",2023-05-25,2025-06-18 09:31:18,P508,Beauty,14444.81,5,,JazzCash,Desktop,1,9,Attack subject find certainly me economic scene.
T101403,C1910,1961-07-16,Female,laura.sweeney@yahoo.com,+92-335-8305024,"Multan, Punjab",2024-01-10,2024-12-03 06:20:35,P710,Home Decor,21856.32,1,FREESHIP,Bank Transfer,Desktop,9,5,Fish probably appear TV.
T101404,C1442,1980-12-08,Female,christopher.perez@outlook.com,+92-341-6841499,"Peshawar, Khyber Pakhtunkhwa",2021-01-19,2025-04-20 19:37:48,P246,Groceries,45815.86,3,SALE20,Bank Transfer,Tablet,9,7,Political by people out.
T101405,C1752,1994-04-30,Female,eddie.adams@gmail.com,+92-311-1424388,"Lahore, Punjab",2023-07-11,2024-11-15 08:42:23,P430,Toys,6827.42,5,SALE20,Easypaisa,Desktop,6,4,Same kitchen hair tell watch.
T101406,C1330,1999-04-17,Female,denise.wallace@yahoo.com,+92-323-8819455,"Islamabad, Capital Territory",2024-12-28,2025-07-06 20:08:58,P905,Clothing,28202.1,3,NEW10,Easypaisa,Tablet,4,10,Perform figure discuss off onto everyone table.
T101407,C1618,1983-04-20,Male,heidi.matthews@yahoo.com,+92-349-6804775,"Sialkot, Punjab",2022-07-16,2025-09-26 07:27:19,P480,Home Decor,18649.49,3,,Debit Card,Desktop,3,3,
T101408,C1256,1983-04-25,Male,jennifer.white@gmail.com,+92-346-8114847,"Sialkot, Punjab",2020-12-25,2024-12-01 10:09:51,P689,Sports,21081.46,1,,Bank Transfer,Desktop,10,5,Tend social read company light really free cup still.
T101409,C1026,1982-10-08,Female,nicholas.stanley@yahoo.com,+92-313-4204180,"Peshawar, Khyber Pakhtunkhwa",2022-09-06,2024-12-11 10:22:32,P490,Home Decor,28499.31,1,NEW10,Cash,Tablet,9,9,
T101410,C1093,1967-09-14,Male,mercedes.miller@yahoo.com,+92-324-7278132,"Multan, Punjab",2024-07-21,2025-03-03 06:24:29,P506,Beauty,41730.38,4,,Easypaisa,Mobile,8,9,Better determine after loss everyone eat together quickly anything worry institution big condition fall little.
T101411,C1234,1998-02-27,Female,brian.brown@gmail.com,+92-311-1179053,"Karachi, Sindh",2022-02-06,2024-12-05 11:30:03,P409,Toys,5863.49,2,,Easypaisa,Tablet,4,8,Against now hear research learn.
T101412,C1984,1956-10-28,Female,kimberly.johnson@outlook.com,+92-312-8416881,"Hyderabad, Sindh",2024-09-03,2025-01-29 01:58:34,P964,Beauty,9552.3,5,,Credit Card,Mobile,5,9,
T101413,C1690,1996-12-18,Female,phillip.miller@hotmail.com,+92-323-9824859,"Islamabad, Capital Territory",2022-01-14,2025-09-25 00:28:12,P557,Groceries,13225.24,4,,Credit Card,Desktop,1,1,Drop get food authority answer eat.
T101414,C1856,1970-02-08,Male,christopher.pena@yahoo.com,+92-312-1094196,"Peshawar, Khyber Pakhtunkhwa",2023-06-02,2024-12-20 15:52:31,P286,Sports,18605.64,1,NEW10,Bank Transfer,Tablet,2,8,Force standard maintain.
T101415,C1881,1964-04-12,Male,ellen.wright@outlook.com,+92-337-6207491,"Sialkot, Punjab",2024-03-21,2025-06-22 13:41:51,P215,Groceries,43384.85,3,,JazzCash,Tablet,2,4,Hand ground move material sound what environment.
T101416,C1589,1996-05-04,Male,mark.anderson@outlook.com,+92-321-2578878,"Multan, Punjab",2022-12-05,2025-10-20 19:01:21,P973,Home Decor,45423.22,5,SALE20,Debit Card,Desktop,5,8,Event charge positive reach federal.
T101417,C1601,1997-01-13,Female,alyssa.alvarado@gmail.com,+92-323-5257391,"Hyderabad, Sindh",2022-01-22,2025-08-27 15:59:22,P345,Beauty,46540.32,2,NEW10,Easypaisa,Mobile,10,7,
T101418,C1973,1989-02-07,Female,erika.alvarez@outlook.com,+92-332-1218011,"Islamabad, Capital Territory",2020-12-26,2025-08-15 06:29:40,P113,Toys,18835.18,1,,Bank Transfer,Desktop,10,8,Hotel author order choose spend task capital.
T101419,C1021,1960-04-29,Male,kimberly.nelson@gmail.com,+92-338-5580646,"Peshawar, Khyber Pakhtunkhwa",2022-10-12,2025-02-11 05:19:33,P564,Electronics,41278.53,4,SALE20,Easypaisa,Tablet,8,7,Member spend walk side away before economic.
T101420,C1783,1995-08-26,Male,wayne.wolfe@outlook.com,+92-302-5612919,"Faisalabad, Punjab",2024-08-01,2025-03-25 17:35:07,P990,Beauty,48462.34,3,SALE20,Cash,Desktop,5,5,Tough glass sea role financial which use wind pattern themselves.
T101421,C1688,1993-09-04,Male,kyle.welch@hotmail.com,+92-341-9031838,"Lahore, Punjab",2022-12-31,2025-07-21 13:47:43,P382,Electronics,43756.06,4,FREESHIP,Credit Card,Mobile,8,10,Four market series group we thus hot something.
T101422,C1841,2004-09-02,Male,kristy.mills@outlook.com,+92-325-1736811,"Hyderabad, Sindh",2024-12-27,2025-08-27 04:49:39,P239,Books,4056.77,3,DISCOUNT5,Debit Card,Desktop,6,8,When place capital everyone.
T101423,C1275,1982-09-01,Male,emily.reed@outlook.com,+92-344-5245272,"Peshawar, Khyber Pakhtunkhwa",2024-03-30,2025-06-27 16:39:25,P345,Beauty,44966.32,1,,Debit Card,Tablet,5,4,Admit six build improve suddenly.
T101424,C1590,1956-05-27,Male,regina.ramos@outlook.com,+92-317-1960109,"Sialkot, Punjab",2024-10-24,2025-07-13 09:16:37,P476,Home Decor,14730.32,3,,JazzCash,Desktop,8,8,Provide their price through respond down.
T101425,C1041,1976-12-19,Male,david.torres@gmail.com,+92-336-1510471,"Peshawar, Khyber Pakhtunkhwa",2024-10-21,2025-09-19 06:13:03,P895,Groceries,5664.28,2,,Credit Card,Mobile,4,9,Across single leader vote.
T101426,C1781,1996-05-06,Male,robert.charles@yahoo.com,+92-345-8898869,"Multan, Punjab",2024-01-04,2025-01-09 04:41:42,P834,Electronics,17380.03,3,,Debit Card,Desktop,8,1,Among child fire none.
T101427,C1774,1971-11-10,Female,john.smith@gmail.com,+92-338-8624921,"Peshawar, Khyber Pakhtunkhwa",2022-08-03,2025-09-21 13:04:14,P702,Sports,45001.59,5,SALE20,Cash,Desktop,8,6,May grow present other leave back couple democratic who agency value among she.
T101428,C1179,1966-03-06,Male,theresa.woods@hotmail.com,+92-331-3915393,"Lahore, Punjab",2024-10-15,2025-10-11 21:19:41,P221,Sports,35826.68,4,NEW10,Credit Card,Tablet,1,4,
T101429,C1481,1993-08-04,Female,jeffrey.carter@gmail.com,+92-330-2742939,"Rawalpindi, Punjab",2021-12-16,2025-01-25 05:52:52,P372,Home Decor,44749.93,2,DISCOUNT5,Easypaisa,Tablet,5,5,Body bad.
T101430,C1531,1997-05-31,Male,adam.brooks@yahoo.com,+92-302-7199749,"Karachi, Sindh",2024-05-20,2025-08-11 08:57:05,P285,Books,32185.63,5,SALE20,Easypaisa,Tablet,10,3,She individual benefit anyone.
T101431,C1667,1986-12-18,Female,justin.foster@hotmail.com,+92-301-3570131,"Hyderabad, Sindh",2021-04-14,2025-04-14 00:11:33,P494,Electronics,27136.49,4,SALE20,Easypaisa,Mobile,10,6,Outside magazine message may better order although son time prevent.
T101432,C1452,2001-06-02,Female,omar.price@yahoo.com,+92-345-3968018,"Quetta, Balochistan",2022-12-08,2024-12-18 17:24:18,P225,Sports,2629.62,2,,Debit Card,Mobile,1,2,Voice never box whom.
T101433,C1938,1961-01-14,Female,dennis.henderson@yahoo.com,+92-308-2389566,"Peshawar, Khyber Pakhtunkhwa",2022-02-01,2025-02-05 03:35:07,P933,Electronics,47592.6,4,DISCOUNT5,JazzCash,Mobile,10,10,Remain safe become stage.
T101434,C1284,1980-01-18,Female,phillip.kent@hotmail.com,+92-326-3003648,"Lahore, Punjab",2021-09-16,2025-01-28 15:38:55,P392,Groceries,36740.67,2,,Bank Transfer,Mobile,7,2,
T101435,C1185,1956-05-24,Male,melinda.mitchell@yahoo.com,+92-303-8438648,"Islamabad, Capital Territory",2023-05-12,2025-05-10 07:29:25,P153,Toys,28938.44,3,,Cash,Tablet,8,9,Usually us animal go along option free hundred news serve herself.
T101436,C1599,2005-05-29,Male,rhonda.gutierrez@gmail.com,+92-340-2045647,"Rawalpindi, Punjab",2024-01-12,2025-08-13 07:21:55,P783,Home Decor,37915.14,5,DISCOUNT5,Easypaisa,Desktop,9,8,Model activity we research church ability point network pull.
T101437,C1446,1995-10-09,Male,catherine.roberts@yahoo.com,+92-320-2635366,"Hyderabad, Sindh",2021-04-20,2025-04-14 02:33:02,P371,Beauty,36817.83,1,DISCOUNT5,Debit Card,Mobile,2,2,Language place leader goal executive letter development right sit where develop.
T101438,C1650,1999-05-13,Female,lisa.nelson@outlook.com,+92-334-5655311,"Multan, Punjab",2023-10-31,2025-10-20 03:56:55,P766,Clothing,14434.89,5,NEW10,Cash,Tablet,10,7,Page weight minute out pick now.
T101439,C1833,1981-05-06,Female,chelsea.smith@gmail.com,+92-312-1279750,"Sialkot, Punjab",2024-10-20,2024-11-06 23:05:47,P657,Sports,31975.26,5,FREESHIP,Credit Card,Mobile,5,3,Political get exist nature.
T101440,C1503,1992-06-01,Female,joseph.lopez@yahoo.com,+92-321-6309658,"Multan, Punjab",2024-02-19,2025-03-19 12:17:09,P697,Toys,3250.31,2,,Credit Card,Tablet,6,9,
T101441,C1992,1989-08-24,Male,derrick.espinoza@outlook.com,+92-345-3838932,"Lahore, Punjab",2024-07-14,2025-01-18 06:11:44,P300,Beauty,3259.5,1,,Easypaisa,Tablet,7,10,Left bag hold enjoy along itself money.
T101442,C1093,1967-12-26,Female,crystal.hernandez@gmail.com,+92-337-7144765,"Faisalabad, Punjab",2021-07-06,2025-02-11 08:29:49,P353,Books,12251.12,2,NEW10,Credit Card,Desktop,6,8,
T101443,C1481,1965-10-31,Female,glenn.collins.dds@hotmail.com,+92-333-1237753,"Rawalpindi, Punjab",2023-05-08,2024-11-23 19:18:03,P911,Electronics,17558.83,3,DISCOUNT5,Bank Transfer,Tablet,10,5,
T101444,C1356,1985-12-31,Female,mrs..raven.rivera.dvm@gmail.com,+92-342-7764121,"Faisalabad, Punjab",2023-11-13,2025-10-29 10:47:20,P261,Sports,19371.11,5,NEW10,Easypaisa,Tablet,8,8,Last attention night several throw base fight issue go parent half I young.
T101445,C1418,1979-12-19,Male,amy.rowe@hotmail.com,+92-326-2031520,"Peshawar, Khyber Pakhtunkhwa",2025-03-17,2025-02-13 15:22:09,P525,Home Decor,25546.77,4,NEW10,Easypaisa,Tablet,8,7,
T101446,C1341,2004-01-20,Female,john.lee@gmail.com,+92-304-4236994,"Hyderabad, Sindh",2025-07-16,2025-03-11 13:06:18,P936,Sports,3977.22,4,,Debit Card,Mobile,4,8,Unit become any personal keep.
T101447,C1328,1971-02-19,Male,ruth.clayton@outlook.com,+92-348-9414204,"Islamabad, Capital Territory",2024-11-27,2025-06-10 20:10:27,P219,Beauty,10836.13,2,,Credit Card,Mobile,10,7,Use administration allow glass strong get former social drive.
T101448,C1686,1966-10-09,Female,randy.wright@hotmail.com,+92-309-5473408,"Rawalpindi, Punjab",2021-03-11,2025-05-24 06:24:42,P408,Toys,16642.6,4,SALE20,Cash,Mobile,7,7,Region lot drop quality between manager newspaper board situation style blue executive lose.
T101449,C1107,1986-12-24,Male,jessica.rojas@gmail.com,+92-305-3895499,"Sialkot, Punjab",2024-12-04,2024-12-13 10:58:15,P895,Electronics,26217.55,4,,Debit Card,Tablet,2,7,Actually billion enjoy arm west western face.
T101450,C1878,2003-05-10,Female,joel.wise@hotmail.com,+92-328-1746727,"Faisalabad, Punjab",2021-06-04,2025-04-11 09:04:49,P424,Toys,32795.6,4,,Debit Card,Tablet,1,1,
T101451,C1164,1968-06-11,Male,vickie.kennedy@yahoo.com,+92-317-4333354,"Hyderabad, Sindh",2023-11-06,2025-03-15 21:48:20,P416,Toys,13867.14,2,,Cash,Desktop,4,10,Agency around garden operation all.
T101452,C1337,1976-10-23,Male,emily.morris@gmail.com,+92-344-9480309,"Faisalabad, Punjab",2023-09-01,2025-09-05 15:01:11,P318,Toys,32357.17,3,NEW10,Bank Transfer,Mobile,5,2,Program only nearly.
T101453,C1421,1963-11-17,Male,amanda.pineda@gmail.com,+92-326-3901925,"Karachi, Sindh",2022-06-30,2025-09-25 03:50:57,P835,Sports,23970.13,3,,Bank Transfer,Mobile,1,10,Nothing many piece down member career help hot actually sometimes.
T101454,C1710,1974-10-15,Male,dawn.little@outlook.com,+92-340-1054096,"Karachi, Sindh",2023-06-28,2025-08-05 18:42:19,P929,Sports,23012.46,2,NEW10,Credit Card,Mobile,6,2,
T101455,C1507,1959-04-05,Male,stephen.boyer@outlook.com,+92-319-5592983,"Islamabad, Capital Territory",2025-02-27,2024-11-15 07:33:03,P157,Books,17742.73,3,,Debit Card,Mobile,8,10,
T101456,C1295,1956-12-13,Male,brian.chen@outlook.com,+92-335-6883514,"Quetta, Balochistan",2022-04-05,2025-10-26 05:02:46,P563,Groceries,2686.95,2,,Cash,Desktop,4,4,Eat detail provide agree oil.
T101457,C1678,1968-12-08,Female,christopher.hill@hotmail.com,+92-307-6728622,"Rawalpindi, Punjab",2020-12-10,2025-01-10 02:23:46,P680,Beauty,2294.73,3,,Easypaisa,Tablet,7,6,Development church film view worry.
T101458,C1967,1994-02-26,Female,richard.smith@gmail.com,+92-329-2444438,"Karachi, Sindh",2021-09-16,2025-03-26 17:31:50,P522,Clothing,32030.25,3,DISCOUNT5,Bank Transfer,Mobile,9,3,Reality research blood yard not popular finish.
T101459,C1410,1986-03-26,Male,richard.alvarez@hotmail.com,+92-336-8767941,"Karachi, Sindh",2022-02-02,2025-10-24 19:40:18,P325,Electronics,5334.84,5,FREESHIP,Cash,Tablet,10,7,Including hold mention market crime between paper.
T101460,C1833,1986-02-05,Male,jacqueline.davis@gmail.com,+92-305-2950547,"Hyderabad, Sindh",2025-08-16,2025-02-22 22:10:18,P773,Home Decor,20285.13,4,NEW10,Cash,Mobile,2,5,Church front laugh force identify above.
T101461,C1778,1971-07-11,Female,brandon.montgomery@outlook.com,+92-305-4061858,"Peshawar, Khyber Pakhtunkhwa",2023-02-21,2025-08-25 06:05:17,P888,Books,46583.57,5,FREESHIP,Debit Card,Tablet,1,3,Economic can to expert head sea later.
T101462,C1563,2001-05-16,Male,yolanda.garrett@hotmail.com,+92-346-2449847,"Sialkot, Punjab",2021-05-11,2025-03-04 02:48:22,P568,Groceries,19195.37,4,,Debit Card,Desktop,9,6,Continue bad hard nor analysis energy type surface.
T101463,C1037,1995-11-25,Male,matthew.miles@yahoo.com,+92-311-6326787,"Peshawar, Khyber Pakhtunkhwa",2021-01-21,2025-05-18 06:23:32,P331,Groceries,22479.46,2,,Debit Card,Desktop,1,10,Sign medical traditional front include.
T101464,C1465,1985-01-15,Male,beth.hall@yahoo.com,+92-337-1337345,"Peshawar, Khyber Pakhtunkhwa",2025-03-07,2025-01-01 23:19:32,P206,Toys,24455.5,5,NEW10,Debit Card,Tablet,5,10,Analysis my boy conference often maintain.
T101465,C1090,1971-04-24,Male,dr..nicole.trujillo@gmail.com,+92-349-3840983,"Lahore, Punjab",2022-09-16,2025-02-16 14:51:38,P797,Home Decor,40818.96,4,NEW10,JazzCash,Desktop,2,4,Family every play almost news son indicate for list particularly stop special talk.
T101466,C1322,1966-11-20,Female,corey.norris@hotmail.com,+92-300-4649478,"Karachi, Sindh",2025-04-12,2024-12-25 04:12:39,P118,Beauty,27535.96,3,SALE20,Credit Card,Mobile,8,2,Few choice certain son else new economy name hotel right each.
T101467,C1258,1986-04-01,Female,chad.roach@hotmail.com,+92-340-7283563,"Lahore, Punjab",2024-01-03,2025-07-04 03:16:58,P130,Groceries,1997.37,4,,Debit Card,Desktop,6,8,Doctor baby happen difficult available structure body mouth receive.
T101468,C1331,1988-11-20,Female,mr..edward.terry@gmail.com,+92-329-2363567,"Peshawar, Khyber Pakhtunkhwa",2021-01-19,2024-12-14 14:36:54,P646,Toys,48110.92,1,SALE20,Debit Card,Tablet,7,7,Quickly piece speech turn small page eat off according.
T101469,C1118,1998-06-30,Female,cody.bailey@gmail.com,+92-346-5139478,"Hyderabad, Sindh",2024-08-30,2025-04-22 08:56:36,P761,Home Decor,30488.28,3,,Debit Card,Desktop,10,10,Agency lawyer.
T101470,C1993,1962-05-31,Female,denise.guerra@outlook.com,+92-319-4205892,"Rawalpindi, Punjab",2024-04-12,2025-03-10 06:01:52,P802,Groceries,7907.43,4,SALE20,JazzCash,Desktop,5,8,Them nothing season store.
T101471,C1791,1995-12-14,Female,kristen.jones@gmail.com,+92-347-3226920,"Lahore, Punjab",2023-09-09,2025-07-17 08:14:35,P848,Electronics,23236.97,3,NEW10,Debit Card,Tablet,4,1,Sound past safe suggest her price out thousand risk important need since.
T101472,C1413,1977-05-23,Female,edward.baker@outlook.com,+92-319-1894817,"Lahore, Punjab",2024-10-06,2024-11-19 01:21:18,P224,Groceries,45612.48,2,,Debit Card,Mobile,1,9,As and energy exactly cup attorney billion want yourself none billion.
T101473,C1885,1965-09-08,Female,aaron.little@hotmail.com,+92-324-5816345,"Rawalpindi, Punjab",2023-10-19,2025-10-11 20:28:51,P607,Groceries,5314.83,5,SALE20,Easypaisa,Mobile,8,6,We game beat region church player.
T101474,C1526,1971-07-07,Male,cody.smith@yahoo.com,+92-311-5680229,"Sialkot, Punjab",2023-08-17,2025-01-20 20:20:53,P643,Groceries,44893.39,1,FREESHIP,Credit Card,Mobile,3,7,Them protect finally late maybe increase.
T101475,C1844,1986-04-21,Female,patty.allen@yahoo.com,+92-308-6293899,"Multan, Punjab",2023-04-10,2025-08-04 11:47:13,P941,Toys,26450.34,2,,Cash,Mobile,2,8,Seat society southern total law fast stage learn defense.
T101476,C1001,2003-12-26,Female,mary.ryan@outlook.com,+92-326-4790986,"Karachi, Sindh",2023-12-24,2025-02-27 02:14:02,P464,Clothing,28025.98,5,FREESHIP,Easypaisa,Desktop,9,6,Cup enjoy southern several.
T101477,C1673,1959-08-08,Female,joseph.jimenez@gmail.com,+92-312-5576814,"Karachi, Sindh",2021-04-13,2025-02-21 01:16:41,P271,Clothing,35223.55,5,,JazzCash,Desktop,9,10,Even listen watch check foreign.
T101478,C1890,1955-04-27,Male,lisa.morris@gmail.com,+92-312-3971447,"Lahore, Punjab",2025-03-31,2024-11-17 18:29:45,P245,Clothing,24289.9,1,FREESHIP,Bank Transfer,Desktop,8,2,Outside so lawyer environment development tax.
T101479,C1555,2005-10-16,Male,ashley.mills@yahoo.com,+92-318-5351239,"Peshawar, Khyber Pakhtunkhwa",2021-11-24,2025-09-08 17:01:03,P223,Toys,5320.97,2,DISCOUNT5,Credit Card,Desktop,8,1,Enter peace oil TV.
T101480,C1473,1957-01-18,Female,russell.anderson@yahoo.com,+92-344-8375236,"Hyderabad, Sindh",2024-07-30,2025-06-15 02:00:28,P181,Sports,4851.76,3,NEW10,Credit Card,Mobile,2,6,Last page discover part remain hotel wide past become staff identify feel above history difference.
T101481,C1423,2001-04-05,Female,christina.washington@outlook.com,+92-316-2550417,"Karachi, Sindh",2024-12-29,2025-04-17 12:11:05,P477,Toys,18417.52,5,DISCOUNT5,Debit Card,Tablet,7,7,Service late do assume position animal major.
T101482,C1055,2000-11-28,Female,kenneth.huff@outlook.com,+92-331-6958480,"Sialkot, Punjab",2024-07-14,2025-04-11 22:39:20,P847,Beauty,46406.58,1,NEW10,Bank Transfer,Mobile,10,4,
T101483,C1192,1982-07-02,Male,kelly.miles@hotmail.com,+92-337-7100417,"Faisalabad, Punjab",2025-03-21,2025-10-01 00:18:14,P662,Clothing,21329.8,3,FREESHIP,Easypaisa,Tablet,10,10,Drop rate already ago move image forward imagine behind focus how.
T101484,C1530,1990-03-21,Female,jacob.obrien@yahoo.com,+92-322-9775200,"Lahore, Punjab",2021-02-26,2024-12-01 08:01:01,P557,Toys,39981.89,2,,Bank Transfer,Mobile,2,7,
T101485,C1370,1986-11-06,Male,timothy.clark@gmail.com,+92-328-3860089,"Faisalabad, Punjab",2025-07-05,2025-05-08 08:17:19,P194,Clothing,48892.75,3,DISCOUNT5,Easypaisa,Tablet,7,8,Use again exactly fact.
T101486,C1637,1981-01-26,Female,steve.miller.phd@hotmail.com,+92-302-7470648,"Sialkot, Punjab",2025-08-31,2025-08-27 05:53:39,P670,Beauty,5818.57,4,,Easypaisa,Desktop,6,1,Hundred outside theory her player on million even education attorney.
T101487,C1774,1959-08-21,Female,justin.hurley@outlook.com,+92-309-4534335,"Lahore, Punjab",2025-02-24,2025-08-21 07:34:05,P387,Groceries,28523.76,5,DISCOUNT5,JazzCash,Mobile,9,5,
T101488,C1510,1983-03-26,Female,jacob.erickson@outlook.com,+92-344-8278852,"Multan, Punjab",2021-06-03,2025-05-13 20:34:50,P425,Electronics,23607.14,4,FREESHIP,Cash,Tablet,8,5,Together east space agent approach.
T101489,C1640,1972-07-18,Female,deborah.williams@hotmail.com,+92-322-5843397,"Karachi, Sindh",2022-02-25,2025-10-20 23:49:54,P260,Books,41613.9,1,NEW10,JazzCash,Mobile,3,8,Something about author main what technology president.
T101490,C1452,2003-07-28,Female,eric.blackburn@yahoo.com,+92-313-6740847,"Quetta, Balochistan",2024-01-24,2025-10-26 19:26:24,P314,Groceries,22039.33,1,,JazzCash,Desktop,4,8,Off finally culture dark wrong already.
T101491,C1778,1991-06-01,Female,anne.hardy@hotmail.com,+92-344-9451778,"Peshawar, Khyber Pakhtunkhwa",2023-08-28,2025-11-03 12:01:34,P471,Sports,29041.3,1,,Debit Card,Mobile,7,8,Billion use available blood region institution appear already pattern color behavior expert beat will ground.
T101492,C1052,1963-01-31,Male,chelsey.fox@gmail.com,+92-335-5512234,"Islamabad, Capital Territory",2024-08-03,2025-08-24 02:32:55,P935,Clothing,35697.78,5,DISCOUNT5,Cash,Tablet,4,2,Institution evidence discussion program million professional.
T101493,C1208,2003-07-24,Male,mario.white@hotmail.com,+92-305-9611282,"Hyderabad, Sindh",2023-02-13,2024-12-02 04:05:37,P773,Books,10257.84,3,DISCOUNT5,Debit Card,Mobile,5,5,World understand hear class nothing board simply ago.
T101494,C1273,2007-09-12,Male,jennifer.garcia@yahoo.com,+92-349-4535328,"Rawalpindi, Punjab",2022-01-27,2025-09-02 18:25:44,P386,Books,10120.47,1,FREESHIP,Bank Transfer,Desktop,2,1,Risk growth trade theory.
T101495,C1562,1996-02-26,Male,heather.ellis@outlook.com,+92-316-4661709,"Sialkot, Punjab",2022-01-21,2025-05-26 02:37:33,P856,Beauty,20808.4,5,,JazzCash,Mobile,2,6,Find reason one conference phone woman Democrat history.
T101496,C1134,1998-11-19,Female,sonya.jackson@outlook.com,+92-329-5376268,"Quetta, Balochistan",2022-07-08,2024-12-26 00:47:25,P280,Home Decor,23929.22,1,,Cash,Desktop,1,8,Whatever party positive.
T101497,C1949,1991-03-14,Female,james.morgan@outlook.com,+92-302-2934382,"Peshawar, Khyber Pakhtunkhwa",2021-08-22,2025-08-05 17:25:38,P543,Electronics,2275.88,4,SALE20,Cash,Mobile,5,8,Dog yes describe nothing field into tree.
T101498,C1294,2003-06-28,Male,zachary.ramos@outlook.com,+92-333-4127701,"Islamabad, Capital Territory",2024-02-11,2025-02-15 06:19:24,P617,Sports,16178.21,3,FREESHIP,JazzCash,Tablet,9,1,Media response charge truth society speech state suffer.
T101499,C1448,1956-06-18,Male,ethan.frey@hotmail.com,+92-330-3345711,"Karachi, Sindh",2023-03-12,2025-06-25 16:43:19,P916,Groceries,1598.58,4,,Easypaisa,Tablet,6,3,Tax wide during perform tend probably hold law.
T101500,C1901,1984-09-09,Female,jacob.duran@outlook.com,+92-329-6418889,"Multan, Punjab",2024-03-15,2025-06-03 19:54:08,P571,Clothing,48488.4,2,,Bank Transfer,Mobile,8,6,End back understand drop office social thus.
T101501,C1715,1987-07-27,Female,nicholas.franklin@gmail.com,+92-323-7340280,"Rawalpindi, Punjab",2022-09-21,2025-06-17 10:04:26,P365,Beauty,26908.22,4,,Cash,Desktop,9,1,True hospital visit involve half next big their station.
T101502,C1496,2004-04-03,Female,cindy.cannon@outlook.com,+92-342-1567905,"Faisalabad, Punjab",2021-03-16,2025-08-26 05:41:07,P373,Electronics,18871.21,4,DISCOUNT5,Debit Card,Mobile,7,2,
T101503,C1124,1958-12-01,Female,dawn.nixon@hotmail.com,+92-320-2755114,"Faisalabad, Punjab",2021-03-22,2025-06-07 02:01:08,P964,Home Decor,12928.05,2,SALE20,Credit Card,Mobile,8,6,
T101504,C1029,1974-10-14,Female,james.barber@yahoo.com,+92-340-7021076,"Karachi, Sindh",2023-06-05,2025-07-09 15:42:16,P796,Groceries,32252.47,3,SALE20,Cash,Mobile,2,6,Parent budget response home fund hotel specific newspaper could theory seek.
T101505,C1996,1981-12-17,Female,ms..kelly.holder@outlook.com,+92-300-3663391,"Quetta, Balochistan",2020-12-13,2024-11-23 01:01:58,P766,Groceries,3535.3,2,NEW10,Easypaisa,Tablet,3,5,
T101506,C1645,2004-03-12,Male,eric.walker@outlook.com,+92-326-8977497,"Quetta, Balochistan",2021-12-24,2025-06-07 02:47:40,P795,Electronics,17519.32,4,,Cash,Desktop,7,5,Few decade or really language big fast with position guess above them out.
T101507,C1623,2007-03-01,Male,alison.short@gmail.com,+92-321-6648416,"Quetta, Balochistan",2022-07-03,2025-06-04 22:00:56,P610,Groceries,16492.02,4,DISCOUNT5,Debit Card,Desktop,6,10,Economy car receive word right world huge section.
T101508,C1818,1957-07-25,Female,desiree.spencer@gmail.com,+92-341-2681206,"Sialkot, Punjab",2024-05-28,2025-10-25 06:08:55,P149,Beauty,35338.35,2,,Debit Card,Desktop,8,5,Gun call street.
T101509,C1245,1979-07-30,Male,tammy.moore@hotmail.com,+92-311-7006319,"Faisalabad, Punjab",2025-09-09,2025-08-17 02:26:26,P215,Electronics,27362.53,2,,Bank Transfer,Tablet,3,1,Forget perform community world according project six.
T101510,C1726,1982-01-11,Female,henry.taylor@outlook.com,+92-319-3730418,"Peshawar, Khyber Pakhtunkhwa",2022-06-30,2024-11-07 21:43:08,P609,Clothing,12496.3,3,SALE20,Easypaisa,Tablet,9,10,Project seek.
T101511,C1162,2003-08-13,Female,kevin.hall@yahoo.com,+92-329-4123258,"Islamabad, Capital Territory",2024-05-26,2025-10-09 05:37:48,P298,Books,47602.4,3,NEW10,JazzCash,Desktop,2,10,Stand interest indeed suffer least no skin whose.
T101512,C1318,1989-08-29,Female,anna.ross@yahoo.com,+92-348-1364903,"Karachi, Sindh",2022-02-20,2025-04-11 09:58:42,P758,Groceries,49371.97,5,DISCOUNT5,Debit Card,Mobile,9,9,Phone bank way talk ability.
T101513,C1564,1997-09-02,Male,morgan.cummings@outlook.com,+92-328-8657887,"Quetta, Balochistan",2024-06-24,2025-05-05 02:43:48,P267,Beauty,29009.42,2,NEW10,Credit Card,Tablet,3,6,Mention pretty cover table program.
